symbol,timestamp,open,high,low,close,volume,trade_count,vwap
AMZN,2023-03-01 00:55:00+00:00,93.75,93.75,93.75,93.75,726.0,18.0,93.750992
AMZN,2023-03-01 00:56:00+00:00,93.78,93.78,93.7799,93.78,1597.0,34.0,93.78039
AMZN,2023-03-01 00:57:00+00:00,93.88,93.88,93.88,93.88,497.0,29.0,93.870865
AMZN,2023-03-01 00:58:00+00:00,93.8,93.8,93.8,93.8,851.0,28.0,93.798566
AMZN,2023-03-01 00:59:00+00:00,93.76,93.76,93.76,93.76,389.0,22.0,93.710694
AMZN,2023-03-01 09:00:00+00:00,94.65,94.88,94.65,94.65,2949.0,51.0,94.666755
AMZN,2023-03-01 09:01:00+00:00,94.7,94.86,94.7,94.86,1969.0,50.0,94.718222
AMZN,2023-03-01 09:02:00+00:00,94.75,94.75,94.75,94.75,1133.0,51.0,94.867882
AMZN,2023-03-01 09:03:00+00:00,94.95,94.95,94.73,94.73,1264.0,28.0,94.926266
AMZN,2023-03-01 09:04:00+00:00,94.88,94.93,94.85,94.9,2513.0,43.0,94.909125
AMZN,2023-03-01 09:05:00+00:00,94.93,94.94,94.85,94.91,1452.0,19.0,94.91978
AMZN,2023-03-01 09:08:00+00:00,94.92,94.92,94.85,94.85,1043.0,18.0,94.879952
AMZN,2023-03-01 09:09:00+00:00,94.9,94.9,94.9,94.9,208.0,6.0,94.899423
AMZN,2023-03-01 09:10:00+00:00,94.85,94.9,94.85,94.9,932.0,15.0,94.88073
AMZN,2023-03-01 09:12:00+00:00,94.9,94.9,94.89,94.89,342.0,5.0,94.894854
AMZN,2023-03-01 09:13:00+00:00,94.89,94.89,94.88,94.88,345.0,9.0,94.888058
AMZN,2023-03-01 09:16:00+00:00,94.87,94.87,94.87,94.87,514.0,11.0,94.880545
AMZN,2023-03-01 09:18:00+00:00,94.9,94.9,94.9,94.9,441.0,15.0,94.895442
AMZN,2023-03-01 09:19:00+00:00,94.9,94.9,94.85,94.85,491.0,12.0,94.881914
AMZN,2023-03-01 09:20:00+00:00,94.8,94.85,94.8,94.85,767.0,18.0,94.825893
AMZN,2023-03-01 09:23:00+00:00,94.78,94.78,94.78,94.78,232.0,5.0,94.770172
AMZN,2023-03-01 09:25:00+00:00,94.8,94.8,94.8,94.8,741.0,18.0,94.809231
AMZN,2023-03-01 09:27:00+00:00,94.8,94.8,94.8,94.8,100.0,1.0,94.8
AMZN,2023-03-01 09:30:00+00:00,94.8,94.8,94.8,94.8,437.0,7.0,94.81476
AMZN,2023-03-01 09:32:00+00:00,94.8,94.83,94.8,94.83,1619.0,17.0,94.823459
AMZN,2023-03-01 09:33:00+00:00,94.82,94.82,94.82,94.82,277.0,4.0,94.807798
AMZN,2023-03-01 09:36:00+00:00,94.78,94.78,94.75,94.75,606.0,10.0,94.765132
AMZN,2023-03-01 09:49:00+00:00,94.7,94.7,94.7,94.7,209.0,9.0,94.703923
AMZN,2023-03-01 09:54:00+00:00,94.79,94.79,94.79,94.79,184.0,3.0,94.78462
AMZN,2023-03-01 09:55:00+00:00,94.78,94.78,94.78,94.78,218.0,3.0,94.78
AMZN,2023-03-01 09:56:00+00:00,94.78,94.8,94.78,94.8,2317.0,42.0,94.793612
AMZN,2023-03-01 09:57:00+00:00,94.8,94.82,94.8,94.82,928.0,14.0,94.814741
AMZN,2023-03-01 10:02:00+00:00,94.74,94.74,94.74,94.74,126.0,3.0,94.740476
AMZN,2023-03-01 10:07:00+00:00,94.72,94.72,94.72,94.72,367.0,8.0,94.72485
AMZN,2023-03-01 10:08:00+00:00,94.72,94.72,94.71,94.71,300.0,2.0,94.713333
AMZN,2023-03-01 10:13:00+00:00,94.8,94.82,94.78,94.82,3159.0,28.0,94.805533
AMZN,2023-03-01 10:24:00+00:00,94.8,94.8,94.8,94.8,160.0,3.0,94.801875
AMZN,2023-03-01 10:26:00+00:00,94.84,94.84,94.84,94.84,239.0,6.0,94.83887
AMZN,2023-03-01 10:28:00+00:00,94.84,94.85,94.81,94.81,2774.0,29.0,94.840829
AMZN,2023-03-01 10:29:00+00:00,94.81,94.81,94.81,94.81,665.0,5.0,94.810286
AMZN,2023-03-01 10:31:00+00:00,94.82,94.82,94.82,94.82,213.0,1.0,94.82
AMZN,2023-03-01 10:33:00+00:00,94.79,94.79,94.79,94.79,125.0,6.0,94.79408
AMZN,2023-03-01 10:38:00+00:00,94.86,94.86,94.86,94.86,556.0,10.0,94.859011
AMZN,2023-03-01 10:40:00+00:00,94.89,94.89,94.89,94.89,171.0,3.0,94.888363
AMZN,2023-03-01 10:41:00+00:00,94.89,94.89,94.89,94.89,174.0,4.0,94.889598
AMZN,2023-03-01 10:44:00+00:00,94.89,94.89,94.89,94.89,700.0,8.0,94.89
AMZN,2023-03-01 10:47:00+00:00,94.86,94.86,94.86,94.86,239.0,8.0,94.854854
AMZN,2023-03-01 10:48:00+00:00,94.87,94.9,94.87,94.9,450.0,11.0,94.878489
AMZN,2023-03-01 10:49:00+00:00,94.88,94.88,94.88,94.88,433.0,6.0,94.877506
AMZN,2023-03-01 10:54:00+00:00,94.83,94.83,94.83,94.83,437.0,15.0,94.83849
AMZN,2023-03-01 10:55:00+00:00,94.9,94.9,94.85,94.85,987.0,19.0,94.892604
AMZN,2023-03-01 10:56:00+00:00,94.91,94.94,94.91,94.94,3058.0,29.0,94.923672
AMZN,2023-03-01 10:57:00+00:00,94.94,94.95,94.94,94.95,2819.0,15.0,94.948989
AMZN,2023-03-01 10:58:00+00:00,94.94,94.95,94.94,94.95,2733.0,17.0,94.94839
AMZN,2023-03-01 11:16:00+00:00,94.93,94.93,94.93,94.93,331.0,12.0,94.933293
AMZN,2023-03-01 11:17:00+00:00,94.99,94.99,94.99,94.99,250.0,5.0,94.9708
AMZN,2023-03-01 11:18:00+00:00,94.99,94.99,94.99,94.99,776.0,13.0,94.988905
AMZN,2023-03-01 11:21:00+00:00,94.98,94.98,94.98,94.98,151.0,7.0,94.979603
AMZN,2023-03-01 11:22:00+00:00,94.98,94.98,94.98,94.98,214.0,5.0,94.968785
AMZN,2023-03-01 11:25:00+00:00,94.98,94.99,94.98,94.99,760.0,10.0,94.987632
AMZN,2023-03-01 11:26:00+00:00,94.92,94.92,94.92,94.92,406.0,5.0,94.920887
AMZN,2023-03-01 11:29:00+00:00,94.92,94.92,94.92,94.92,644.0,14.0,94.91868
AMZN,2023-03-01 11:31:00+00:00,94.91,94.91,94.91,94.91,302.0,5.0,94.911921
AMZN,2023-03-01 11:33:00+00:00,94.91,94.91,94.91,94.91,196.0,8.0,94.915357
AMZN,2023-03-01 11:40:00+00:00,94.87,94.87,94.87,94.87,515.0,17.0,94.870175
AMZN,2023-03-01 11:49:00+00:00,94.89,94.89,94.89,94.89,185.0,5.0,94.89
AMZN,2023-03-01 11:50:00+00:00,94.9,94.9,94.88,94.88,450.0,12.0,94.893956
AMZN,2023-03-01 11:55:00+00:00,94.82,94.82,94.82,94.82,1934.0,19.0,94.820005
AMZN,2023-03-01 11:58:00+00:00,94.85,94.85,94.85,94.85,1350.0,16.0,94.849719
AMZN,2023-03-01 12:00:00+00:00,94.82,94.82,94.72,94.72,6001.0,162.0,94.780188
AMZN,2023-03-01 12:01:00+00:00,94.7,94.72,94.68,94.68,4366.0,77.0,94.701225
AMZN,2023-03-01 12:02:00+00:00,94.65,94.69,94.63,94.69,4460.0,53.0,94.659143
AMZN,2023-03-01 12:03:00+00:00,94.7,94.7,94.7,94.7,424.0,11.0,94.701675
AMZN,2023-03-01 12:04:00+00:00,94.7,94.7,94.67,94.67,1488.0,38.0,94.730108
AMZN,2023-03-01 12:05:00+00:00,94.75,94.75,94.75,94.75,443.0,11.0,94.747314
AMZN,2023-03-01 12:07:00+00:00,94.7,94.7,94.7,94.7,202.0,4.0,94.700297
AMZN,2023-03-01 12:08:00+00:00,94.7,94.7,94.7,94.7,1572.0,10.0,94.70131
AMZN,2023-03-01 12:09:00+00:00,94.7,94.7,94.65,94.65,2661.0,38.0,94.670124
AMZN,2023-03-01 12:10:00+00:00,94.61,94.61,94.61,94.61,1228.0,25.0,94.603127
AMZN,2023-03-01 12:12:00+00:00,94.6,94.6,94.6,94.6,1183.0,29.0,94.592122
AMZN,2023-03-01 12:13:00+00:00,94.61,94.61,94.61,94.61,723.0,22.0,94.598935
AMZN,2023-03-01 12:14:00+00:00,94.57,94.57,94.56,94.56,1644.0,27.0,94.564337
AMZN,2023-03-01 12:15:00+00:00,94.6,94.6,94.6,94.6,1093.0,18.0,94.590366
AMZN,2023-03-01 12:16:00+00:00,94.6,94.6,94.6,94.6,170.0,9.0,94.597882
AMZN,2023-03-01 12:17:00+00:00,94.65,94.65,94.65,94.65,1251.0,16.0,94.644325
AMZN,2023-03-01 12:18:00+00:00,94.65,94.65,94.65,94.65,2368.0,26.0,94.64625
AMZN,2023-03-01 12:23:00+00:00,94.59,94.59,94.57,94.57,1497.0,17.0,94.583928
AMZN,2023-03-01 12:24:00+00:00,94.6,94.6,94.55,94.55,1041.0,23.0,94.571768
AMZN,2023-03-01 12:25:00+00:00,94.58,94.63,94.58,94.63,816.0,15.0,94.599069
AMZN,2023-03-01 12:28:00+00:00,94.65,94.7,94.65,94.7,1400.0,31.0,94.676543
AMZN,2023-03-01 12:30:00+00:00,94.65,94.65,94.65,94.65,1057.0,11.0,94.649054
AMZN,2023-03-01 12:31:00+00:00,94.65,94.65,94.62,94.62,2238.0,34.0,94.626917
AMZN,2023-03-01 12:32:00+00:00,94.65,94.65,94.65,94.65,531.0,16.0,94.64096
AMZN,2023-03-01 12:33:00+00:00,94.62,94.62,94.62,94.62,632.0,10.0,94.622468
AMZN,2023-03-01 12:34:00+00:00,94.61,94.61,94.61,94.61,645.0,16.0,94.609147
AMZN,2023-03-01 12:35:00+00:00,94.63,94.65,94.63,94.65,1468.0,20.0,94.64126
AMZN,2023-03-01 12:37:00+00:00,94.65,94.65,94.58,94.58,2209.0,38.0,94.600457
AMZN,2023-03-01 12:38:00+00:00,94.6,94.6,94.6,94.6,576.0,7.0,94.599792
AMZN,2023-03-01 12:39:00+00:00,94.64,94.65,94.64,94.65,527.0,10.0,94.642694
AMZN,2023-03-01 12:41:00+00:00,94.63,94.63,94.6,94.6,645.0,16.0,94.619054
AMZN,2023-03-01 12:42:00+00:00,94.58,94.58,94.58,94.58,699.0,15.0,94.58133
AMZN,2023-03-01 12:43:00+00:00,94.57,94.57,94.57,94.57,110.0,2.0,94.57
AMZN,2023-03-01 12:46:00+00:00,94.58,94.58,94.57,94.57,617.0,9.0,94.572431
AMZN,2023-03-01 12:47:00+00:00,94.57,94.57,94.57,94.57,658.0,23.0,94.571307
AMZN,2023-03-01 12:48:00+00:00,94.55,94.57,94.5,94.57,3434.0,77.0,94.552254
AMZN,2023-03-01 12:50:00+00:00,94.6,94.6,94.6,94.6,1160.0,14.0,94.601724
AMZN,2023-03-01 12:55:00+00:00,94.56,94.56,94.56,94.56,225.0,5.0,94.560889
AMZN,2023-03-01 12:57:00+00:00,94.56,94.56,94.56,94.56,858.0,29.0,94.561678
AMZN,2023-03-01 12:58:00+00:00,94.57,94.57,94.57,94.57,178.0,8.0,94.561798
AMZN,2023-03-01 12:59:00+00:00,94.57,94.57,94.57,94.57,313.0,10.0,94.565751
AMZN,2023-03-01 13:00:00+00:00,94.6,94.8,93.995,94.5,38435.0,570.0,94.632093
AMZN,2023-03-01 13:01:00+00:00,94.47,94.47,94.42,94.42,2209.0,325.0,94.480162
AMZN,2023-03-01 13:02:00+00:00,94.48,94.48,94.48,94.48,1157.0,35.0,94.451681
AMZN,2023-03-01 13:03:00+00:00,94.48,94.48,94.4,94.4,2266.0,45.0,94.420933
AMZN,2023-03-01 13:04:00+00:00,94.39,94.4,94.37,94.37,3620.0,66.0,94.385673
AMZN,2023-03-01 13:05:00+00:00,94.36,94.36,94.35,94.35,935.0,29.0,94.353545
AMZN,2023-03-01 13:06:00+00:00,94.35,94.4,94.35,94.36,3292.0,41.0,94.368794
AMZN,2023-03-01 13:07:00+00:00,94.35,94.37,94.34,94.36,1878.0,34.0,94.352338
AMZN,2023-03-01 13:08:00+00:00,94.33,94.34,94.31,94.33,1738.0,31.0,94.322757
AMZN,2023-03-01 13:09:00+00:00,94.31,94.35,94.31,94.35,1226.0,25.0,94.335546
AMZN,2023-03-01 13:10:00+00:00,94.35,94.35,94.33,94.33,1132.0,36.0,94.338816
AMZN,2023-03-01 13:11:00+00:00,94.34,94.34,94.27,94.27,7487.0,112.0,94.307504
AMZN,2023-03-01 13:12:00+00:00,94.3,94.33,94.3,94.3,3296.0,41.0,94.309927
AMZN,2023-03-01 13:14:00+00:00,94.3,94.3,94.25,94.29,3449.0,50.0,94.284492
AMZN,2023-03-01 13:16:00+00:00,94.27,94.28,94.27,94.28,1724.0,36.0,94.276125
AMZN,2023-03-01 13:17:00+00:00,94.27,94.27,94.27,94.27,2199.0,55.0,94.271621
AMZN,2023-03-01 13:18:00+00:00,94.27,94.27,94.26,94.26,1105.0,28.0,94.267775
AMZN,2023-03-01 13:19:00+00:00,94.25,94.28,94.25,94.28,1568.0,53.0,94.26205
AMZN,2023-03-01 13:20:00+00:00,94.26,94.27,94.26,94.27,2444.0,41.0,94.267389
AMZN,2023-03-01 13:21:00+00:00,94.27,94.28,94.27,94.28,4657.0,34.0,94.272231
AMZN,2023-03-01 13:22:00+00:00,94.26,94.26,94.22,94.22,9108.0,93.0,94.241217
AMZN,2023-03-01 13:23:00+00:00,94.24,94.24,94.24,94.24,237.0,29.0,94.23711
AMZN,2023-03-01 13:24:00+00:00,94.2107,94.2698,94.17,94.17,9378.0,63.0,94.213337
AMZN,2023-03-01 13:25:00+00:00,94.16,94.19,94.12,94.19,2256.0,58.0,94.159996
AMZN,2023-03-01 13:26:00+00:00,94.17,94.179,94.14,94.14,2229.0,48.0,94.16175
AMZN,2023-03-01 13:27:00+00:00,94.12,94.2,94.11,94.2,6487.0,83.0,94.135645
AMZN,2023-03-01 13:28:00+00:00,94.2401,94.2401,94.2401,94.2401,274.0,17.0,94.220116
AMZN,2023-03-01 13:29:00+00:00,94.17,94.17,94.1,94.15,4297.0,87.0,94.130509
AMZN,2023-03-01 13:30:00+00:00,94.1,94.18,94.01,94.18,8566.0,133.0,94.057274
AMZN,2023-03-01 13:32:00+00:00,94.1,94.1399,94.06,94.06,2899.0,93.0,94.081525
AMZN,2023-03-01 13:33:00+00:00,94.08,94.1,94.03,94.1,8679.0,76.0,94.06002
AMZN,2023-03-01 13:34:00+00:00,94.07,94.07,93.9,93.97,10030.0,199.0,93.993251
AMZN,2023-03-01 13:35:00+00:00,93.89,94.02,93.89,94.02,2732.0,66.0,93.959727
AMZN,2023-03-01 13:36:00+00:00,94.0,94.03,93.99,94.02,8508.0,125.0,94.009882
AMZN,2023-03-01 13:37:00+00:00,94.03,94.28,94.02,94.12,10723.0,188.0,94.179709
AMZN,2023-03-01 13:38:00+00:00,94.12,94.12,94.08,94.08,3289.0,66.0,94.109349
AMZN,2023-03-01 13:39:00+00:00,94.07,94.13,94.07,94.13,1771.0,45.0,94.094015
AMZN,2023-03-01 13:40:00+00:00,94.13,94.13,94.08,94.1299,4130.0,52.0,94.119329
AMZN,2023-03-01 13:42:00+00:00,94.14,94.14,94.05,94.07,1759.0,58.0,94.088664
AMZN,2023-03-01 13:43:00+00:00,94.07,94.07,94.02,94.03,2463.0,66.0,94.042338
AMZN,2023-03-01 13:44:00+00:00,94.02,94.06,93.97,93.99,16614.0,272.0,94.02093
AMZN,2023-03-01 13:45:00+00:00,94.0,94.08,94.0,94.08,2552.0,68.0,94.025245
AMZN,2023-03-01 13:46:00+00:00,94.02,94.1,94.02,94.1,3788.0,47.0,94.052768
AMZN,2023-03-01 13:47:00+00:00,94.08,94.18,94.08,94.16,8395.0,172.0,94.144635
AMZN,2023-03-01 13:48:00+00:00,94.19,94.22,94.18,94.19,2820.0,66.0,94.201321
AMZN,2023-03-01 13:49:00+00:00,94.19,94.25,94.16,94.25,21867.0,275.0,94.194401
AMZN,2023-03-01 13:50:00+00:00,94.23,94.25,94.22,94.22,723.0,36.0,94.227127
AMZN,2023-03-01 13:51:00+00:00,94.22,94.25,94.21,94.24,5070.0,54.0,94.238663
AMZN,2023-03-01 13:52:00+00:00,94.26,94.27,94.16,94.17,6664.0,130.0,94.213178
AMZN,2023-03-01 13:53:00+00:00,94.14,94.18,94.14,94.14,2332.0,54.0,94.151145
AMZN,2023-03-01 13:54:00+00:00,94.17,94.19,94.16,94.16,1298.0,43.0,94.172711
AMZN,2023-03-01 13:55:00+00:00,94.18,94.18,94.09,94.11,6090.0,107.0,94.105856
AMZN,2023-03-01 13:56:00+00:00,94.12,94.16,94.09,94.11,9601.0,191.0,94.109871
AMZN,2023-03-01 13:57:00+00:00,94.1,94.14,94.1,94.14,5359.0,85.0,94.103062
AMZN,2023-03-01 13:58:00+00:00,94.16,94.19,94.15,94.15,1822.0,47.0,94.17522
AMZN,2023-03-01 13:59:00+00:00,94.1,94.12,93.97,93.98,8858.0,163.0,94.040248
AMZN,2023-03-01 14:00:00+00:00,94.01,94.08,94.01,94.08,3442.0,74.0,94.04724
AMZN,2023-03-01 14:01:00+00:00,94.03,94.05,94.0212,94.05,841.0,24.0,94.03481
AMZN,2023-03-01 14:02:00+00:00,94.05,94.05,94.02,94.02,4000.0,58.0,94.044093
AMZN,2023-03-01 14:03:00+00:00,94.05,94.06,94.0201,94.0201,9751.0,132.0,94.035893
AMZN,2023-03-01 14:04:00+00:00,94.02,94.04,94.02,94.0399,1311.0,45.0,94.023781
AMZN,2023-03-01 14:05:00+00:00,94.0,94.0,93.9,93.93,7031.0,137.0,93.941954
AMZN,2023-03-01 14:06:00+00:00,93.93,93.95,93.85,93.95,8311.0,170.0,93.887047
AMZN,2023-03-01 14:07:00+00:00,93.95,93.98,93.91,93.98,1554.0,59.0,93.927571
AMZN,2023-03-01 14:08:00+00:00,93.92,93.95,93.92,93.95,3057.0,62.0,93.939472
AMZN,2023-03-01 14:09:00+00:00,93.99,94.01,93.99,94.01,3015.0,47.0,93.994799
AMZN,2023-03-01 14:10:00+00:00,94.02,94.09,94.02,94.07,2953.0,65.0,94.076114
AMZN,2023-03-01 14:11:00+00:00,94.05,94.07,94.02,94.02,3576.0,81.0,94.052786
AMZN,2023-03-01 14:12:00+00:00,94.08,94.08,94.03,94.04,3226.0,34.0,94.05035
AMZN,2023-03-01 14:13:00+00:00,94.02,94.05,94.0,94.01,3932.0,80.0,94.02627
AMZN,2023-03-01 14:14:00+00:00,94.02,94.08,94.01,94.08,6395.0,95.0,94.042836
AMZN,2023-03-01 14:15:00+00:00,94.07,94.08,94.05,94.06,3522.0,59.0,94.058988
AMZN,2023-03-01 14:16:00+00:00,94.08,94.15,94.08,94.15,5722.0,77.0,94.126364
AMZN,2023-03-01 14:17:00+00:00,94.1491,94.1491,94.12,94.12,1059.0,30.0,94.132498
AMZN,2023-03-01 14:18:00+00:00,94.12,94.12,94.1,94.1,1408.0,32.0,94.115415
AMZN,2023-03-01 14:19:00+00:00,94.12,94.12,94.1,94.12,5599.0,86.0,94.115664
AMZN,2023-03-01 14:20:00+00:00,94.11,94.15,94.11,94.1101,3983.0,48.0,94.128416
AMZN,2023-03-01 14:21:00+00:00,94.11,94.14,94.11,94.12,3392.0,51.0,94.123992
AMZN,2023-03-01 14:22:00+00:00,94.14,94.19,94.12,94.19,8960.0,103.0,94.160302
AMZN,2023-03-01 14:23:00+00:00,94.15,94.17,94.14,94.14,1564.0,46.0,94.151992
AMZN,2023-03-01 14:24:00+00:00,94.15,94.16,94.13,94.16,3490.0,47.0,94.144284
AMZN,2023-03-01 14:25:00+00:00,94.11,94.13,93.96,94.03,9036.0,125.0,94.060047
AMZN,2023-03-01 14:26:00+00:00,94.02,94.02,93.85,93.98,13193.0,215.0,93.91084
AMZN,2023-03-01 14:27:00+00:00,93.9,93.99,93.7401,93.97,10269.0,189.0,93.835011
AMZN,2023-03-01 14:28:00+00:00,93.85,93.9,93.75,93.9,13720.0,132.0,93.819765
AMZN,2023-03-01 14:29:00+00:00,93.84,93.89,93.82,93.89,1798.0,68.0,93.85413
AMZN,2023-03-01 14:30:00+00:00,93.87,94.21,93.67,93.86,839585.0,6149.0,93.878564
AMZN,2023-03-01 14:31:00+00:00,93.86,94.3,93.81,94.26,179942.0,7082.0,94.09042
AMZN,2023-03-01 14:32:00+00:00,94.27,94.27,93.88,94.0,143207.0,6860.0,94.021901
AMZN,2023-03-01 14:33:00+00:00,93.99,94.06,93.9,93.98,141394.0,6998.0,93.977457
AMZN,2023-03-01 14:34:00+00:00,93.99,93.99,93.76,93.79,119008.0,2842.0,93.844185
AMZN,2023-03-01 14:35:00+00:00,93.8,93.96,93.73,93.83,142379.0,1439.0,93.820966
AMZN,2023-03-01 14:36:00+00:00,93.82,93.84,93.5605,93.67,191138.0,1729.0,93.659804
AMZN,2023-03-01 14:37:00+00:00,93.67,93.69,93.52,93.67,156375.0,1699.0,93.596323
AMZN,2023-03-01 14:38:00+00:00,93.64,93.79,93.555,93.74,148421.0,1607.0,93.6894
AMZN,2023-03-01 14:39:00+00:00,93.73,94.07,93.73,94.05,233105.0,1707.0,93.930156
AMZN,2023-03-01 14:40:00+00:00,94.055,94.09,93.94,94.062,154360.0,1363.0,94.010638
AMZN,2023-03-01 14:41:00+00:00,94.06,94.145,93.97,94.127,139972.0,1356.0,94.056054
AMZN,2023-03-01 14:42:00+00:00,94.11,94.11,93.9209,94.0597,119525.0,1135.0,94.015309
AMZN,2023-03-01 14:43:00+00:00,94.05,94.05,93.865,93.9399,102512.0,1205.0,93.95243
AMZN,2023-03-01 14:44:00+00:00,93.93,94.025,93.9,93.98,97650.0,1051.0,93.96176
AMZN,2023-03-01 14:45:00+00:00,93.98,94.23,93.95,94.19,220726.0,1579.0,94.127309
AMZN,2023-03-01 14:46:00+00:00,94.18,94.23,94.12,94.17,118451.0,1152.0,94.159567
AMZN,2023-03-01 14:47:00+00:00,94.1739,94.47,94.16,94.4639,194787.0,1526.0,94.32455
AMZN,2023-03-01 14:48:00+00:00,94.46,94.5,94.3402,94.375,139217.0,1347.0,94.410408
AMZN,2023-03-01 14:49:00+00:00,94.39,94.68,94.39,94.63,207542.0,1463.0,94.54008
AMZN,2023-03-01 14:50:00+00:00,94.63,94.65,94.37,94.3873,158788.0,1422.0,94.522307
AMZN,2023-03-01 14:51:00+00:00,94.38,94.39,94.09,94.09,147307.0,1373.0,94.248593
AMZN,2023-03-01 14:52:00+00:00,94.08,94.2,94.001,94.0031,134250.0,1143.0,94.103257
AMZN,2023-03-01 14:53:00+00:00,94.01,94.0886,93.99,94.0427,128140.0,1094.0,94.035956
AMZN,2023-03-01 14:54:00+00:00,94.04,94.1803,94.0,94.16,163819.0,1528.0,94.101457
AMZN,2023-03-01 14:55:00+00:00,94.18,94.21,94.03,94.09,87604.0,914.0,94.10645
AMZN,2023-03-01 14:56:00+00:00,94.08,94.1,93.895,93.91,128505.0,1163.0,93.971067
AMZN,2023-03-01 14:57:00+00:00,93.91,93.97,93.83,93.865,111884.0,1106.0,93.914756
AMZN,2023-03-01 14:58:00+00:00,93.87,93.87,93.7701,93.79,116047.0,1040.0,93.827129
AMZN,2023-03-01 14:59:00+00:00,93.78,93.85,93.73,93.8347,110256.0,1197.0,93.776314
AMZN,2023-03-01 15:00:00+00:00,93.84,93.99,93.58,93.7299,253448.0,3037.0,93.720825
AMZN,2023-03-01 15:01:00+00:00,93.74,93.905,93.64,93.64,138739.0,1306.0,93.804487
AMZN,2023-03-01 15:02:00+00:00,93.64,93.75,93.55,93.6299,122223.0,1373.0,93.640209
AMZN,2023-03-01 15:03:00+00:00,93.63,93.67,93.49,93.51,284585.0,1861.0,93.532527
