0.000000000000000000e+00,5.449999999999999700e-07,1.000132029999999950e-01,1.000137479999999995e-01
0.000000000000000000e+00,4.680000000000000085e-07,9.999657900000000210e-02,9.999704700000000557e-02
0.000000000000000000e+00,4.840000000000000459e-07,9.999494500000000174e-02,9.999542899999999679e-02
0.000000000000000000e+00,4.649999999999999948e-07,1.000113839999999948e-01,1.000118489999999999e-01
0.000000000000000000e+00,3.680000000000000130e-07,9.998963399999999391e-02,9.999000199999999450e-02
0.000000000000000000e+00,3.689999999999999822e-07,1.000006880000000042e-01,1.000010570000000043e-01
0.000000000000000000e+00,3.619999999999999857e-07,9.999628700000000314e-02,9.999664900000000689e-02
0.000000000000000000e+00,4.119999999999999835e-07,1.000043750000000065e-01,1.000047869999999978e-01
0.000000000000000000e+00,4.130000000000000057e-07,1.000000379999999994e-01,1.000004510000000041e-01
0.000000000000000000e+00,4.090000000000000228e-07,1.000185860000000065e-01,1.000189949999999994e-01
0.000000000000000000e+00,4.490000000000000104e-07,9.998989299999999636e-02,9.999034199999999595e-02
0.000000000000000000e+00,4.339999999999999952e-07,1.000101760000000062e-01,1.000106099999999998e-01
0.000000000000000000e+00,5.980000000000000343e-07,1.000006809999999940e-01,1.000012789999999985e-01
0.000000000000000000e+00,4.119999999999999835e-07,9.998753999999999975e-02,9.998795200000000494e-02
0.000000000000000000e+00,3.999999999999999819e-07,1.000013550000000001e-01,1.000017549999999977e-01
0.000000000000000000e+00,3.700000000000000044e-07,1.000007930000000045e-01,1.000011630000000040e-01
0.000000000000000000e+00,4.069999999999999784e-07,1.000000429999999968e-01,1.000004500000000046e-01
0.000000000000000000e+00,2.909999999999999985e-07,9.999707500000000471e-02,9.999736600000000419e-02
0.000000000000000000e+00,3.069999999999999829e-07,1.000007960000000029e-01,1.000011029999999940e-01
0.000000000000000000e+00,3.309999999999999861e-07,1.000021410000000027e-01,1.000024719999999950e-01
0.000000000000000000e+00,4.049999999999999870e-07,1.000206720000000049e-01,1.000210769999999999e-01
0.000000000000000000e+00,3.879999999999999803e-07,9.998302700000000209e-02,9.998341500000000603e-02
0.000000000000000000e+00,4.499999999999999796e-07,1.000031130000000046e-01,1.000035630000000036e-01
0.000000000000000000e+00,3.759999999999999788e-07,9.999846699999999367e-02,9.999884300000000392e-02
0.000000000000000000e+00,3.929999999999999854e-07,1.000010890000000013e-01,1.000014820000000026e-01
0.000000000000000000e+00,4.099999999999999920e-07,1.000027319999999970e-01,1.000031420000000032e-01
0.000000000000000000e+00,4.239999999999999850e-07,1.000100359999999966e-01,1.000104599999999955e-01
0.000000000000000000e+00,3.619999999999999857e-07,9.998610099999999390e-02,9.998646299999999765e-02
0.000000000000000000e+00,3.859999999999999889e-07,1.000032500000000019e-01,1.000036360000000069e-01
0.000000000000000000e+00,4.750000000000000050e-07,1.001451450000000049e-01,1.001456200000000046e-01
0.000000000000000000e+00,5.339999999999999907e-07,9.987215300000000517e-02,9.987268700000000166e-02
0.000000000000000000e+00,4.510000000000000018e-07,9.999102199999999885e-02,9.999147299999999738e-02
0.000000000000000000e+00,3.959999999999999990e-07,9.999824699999999844e-02,9.999864299999999817e-02
0.000000000000000000e+00,3.770000000000000009e-07,9.999963000000000601e-02,1.000000070000000019e-01
0.000000000000000000e+00,4.280000000000000209e-07,1.000148980000000049e-01,1.000153260000000016e-01
0.000000000000000000e+00,4.339999999999999952e-07,9.998897499999999383e-02,9.998940900000000132e-02
0.000000000000000000e+00,4.029999999999999955e-07,9.999946399999999624e-02,9.999986700000000617e-02
0.000000000000000000e+00,4.250000000000000072e-07,9.999961300000000108e-02,1.000000379999999994e-01
0.000000000000000000e+00,4.139999999999999749e-07,1.000026900000000052e-01,1.000031039999999954e-01
0.000000000000000000e+00,4.619999999999999812e-07,1.000036869999999939e-01,1.000041490000000005e-01
0.000000000000000000e+00,5.339999999999999907e-07,1.000056319999999971e-01,1.000061659999999936e-01
